name,loaning_club,player_value_in_moment_of_transfer,league,year,market_value_in_eur
Matthew Millar,Shrewsbury Town,400 tys. €,GB3,2020,400000.0
Billy Jones,Crewe Alexandra,400 tys. €,GB3,2020,
Sean Clare,Burton Albion,350 tys. €,GB3,2020,400000.0
Antony Evans,Crewe Alexandra,350 tys. €,GB3,2020,400000.0
Antony Evans,FC Blackpool,-,GB3,2018,400000.0
Olly Lee,FC Gillingham,350 tys. €,GB3,2020,350000.0
Olly Lee,FC Gillingham,450 tys. €,GB3,2019,350000.0
Nathan Wood,Crewe Alexandra,300 tys. €,GB3,2020,1200000.0
Dejan Iliev,Shrewsbury Town,300 tys. €,GB3,2020,325000.0
Scott Wootton,Wigan Athletic,300 tys. €,GB3,2020,300000.0
Kyle Vassell,Fleetwood Town,300 tys. €,GB3,2020,350000.0
Marcus McGuane,Oxford United,300 tys. €,GB3,2020,300000.0
Luka Racic,Northampton Town,300 tys. €,GB3,2020,250000.0
Mickel Miller,Northampton Town,300 tys. €,GB3,2020,300000.0
Louis Thompson,Milton Keynes Dons,250 tys. €,GB3,2020,200000.0
Louis Thompson,Shrewsbury Town,250 tys. €,GB3,2019,200000.0
Louis Thompson,Milton Keynes Dons,250 tys. €,GB3,2019,200000.0
Joe Nuttall,Northampton Town,250 tys. €,GB3,2020,
Indiana Vassilev,Burton Albion,250 tys. €,GB3,2020,800000.0
Indiana Vassilev,Cheltenham Town,250 tys. €,GB4,2020,800000.0
Jake Vokins,AFC Sunderland,250 tys. €,GB3,2020,
Robbie Gotts,Lincoln City,250 tys. €,GB3,2020,250000.0
Robbie Gotts,Salford City,250 tys. €,GB4,2020,250000.0
George Johnston,Wigan Athletic,250 tys. €,GB3,2020,600000.0
Charlie Mulgrew,Fleetwood Town,250 tys. €,GB3,2020,300000.0
Charlie Mulgrew,Wigan Athletic,"1,00 mln €",GB2,2019,300000.0
Jordan Stevens,Swindon Town,200 tys. €,GB3,2020,200000.0
Jordan Stevens,Bradford City,200 tys. €,GB4,2020,200000.0
Tom James,Wigan Athletic,200 tys. €,GB3,2020,200000.0
Tom James,Salford City,200 tys. €,GB4,2020,200000.0
Carlton Morris,Milton Keynes Dons,150 tys. €,GB3,2020,2800000.0
Carlton Morris,Rotherham United,150 tys. €,GB3,2019,2800000.0
Carlton Morris,Milton Keynes Dons,150 tys. €,GB3,2019,2800000.0
Sam Walker,AFC Wimbledon,150 tys. €,GB3,2020,250000.0
Sam Walker,FC Blackpool,150 tys. €,GB3,2020,250000.0
Sam Woods,Plymouth Argyle,75 tys. €,GB3,2020,
Dillon Barnes,Burton Albion,50 tys. €,GB3,2020,150000.0
Callum Slattery,FC Gillingham,50 tys. €,GB3,2020,450000.0
George Dobson,AFC Wimbledon,-,GB3,2020,400000.0
Liam Kelly,Oxford United,-,GB3,2020,250000.0
Liam Kelly,Oxford United,-,GB3,2020,475000.0
Liam Kelly,Oxford United,-,GB3,2020,700000.0
Liam Kelly,Oxford United,600 tys. €,GB3,2019,250000.0
Liam Kelly,Oxford United,600 tys. €,GB3,2019,475000.0
Liam Kelly,Oxford United,600 tys. €,GB3,2019,700000.0
Ryan Hardie,Plymouth Argyle,-,GB3,2020,600000.0
Ryan Hardie,Plymouth Argyle,-,GB4,2019,600000.0
Declan Drysdale,FC Gillingham,-,GB3,2020,
Declan Drysdale,Cambridge United,-,GB4,2020,
Morgan Boyes,Fleetwood Town,-,GB3,2020,150000.0
Regan Slater,Hull City,-,GB3,2020,900000.0
Regan Slater,Scunthorpe United,-,GB4,2019,900000.0
Regan Slater,Carlisle United,-,GB4,2018,900000.0
Lasse Sörensen,Milton Keynes Dons,-,GB3,2020,450000.0
Warren O'Hora,Milton Keynes Dons,-,GB3,2020,600000.0
Tyreke Johnson,FC Gillingham,-,GB3,2020,
Darnell Johnson,Wigan Athletic,-,GB3,2020,150000.0
Darnell Johnson,AFC Wimbledon,-,GB3,2020,150000.0
Tom Allan,Accrington Stanley,-,GB3,2020,
Niall Ennis,Burton Albion,-,GB3,2020,350000.0
Niall Ennis,Doncaster Rovers,-,GB3,2019,350000.0
Liam Millar,Charlton Athletic,-,GB3,2020,2300000.0
Brennan Johnson,Lincoln City,-,GB3,2020,20000000.0
Elliot Embleton,FC Blackpool,-,GB3,2020,1200000.0
Elliot Embleton,Grimsby Town,-,GB4,2018,1200000.0
Joe Hilton,Fleetwood Town,-,GB3,2020,150000.0
Zechariah Medley,FC Gillingham,-,GB3,2020,500000.0
Jerome Opoku,Plymouth Argyle,-,GB3,2020,700000.0
Jerome Opoku,Accrington Stanley,-,GB3,2019,700000.0
Timothy Eyoma,Lincoln City,-,GB3,2020,500000.0
Timothy Eyoma,Lincoln City,-,GB3,2019,500000.0
Teddy Sharman-Lowe,Burton Albion,-,GB3,2020,
Kazaiah Sterling,Southend United,"1,80 mln €",GB4,2020,300000.0
Kazaiah Sterling,Doncaster Rovers,"2,00 mln €",GB3,2019,300000.0
Kazaiah Sterling,Leyton Orient,"2,00 mln €",GB4,2019,300000.0
Kazaiah Sterling,AFC Sunderland,-,GB3,2018,300000.0
Stephen Quinn,Mansfield Town,600 tys. €,GB4,2020,600000.0
Ali Crawford,Tranmere Rovers,550 tys. €,GB4,2020,375000.0
Hiram Boateng,Cambridge United,400 tys. €,GB4,2020,400000.0
Declan John,Bolton Wanderers,400 tys. €,GB4,2020,450000.0
Declan John,AFC Sunderland,800 tys. €,GB3,2019,450000.0
David Nugent,Tranmere Rovers,300 tys. €,GB4,2020,
Marcel Hilßner,Oldham Athletic,300 tys. €,GB4,2020,200000.0
David Stockdale,FC Stevenage,300 tys. €,GB4,2020,150000.0
David Stockdale,Wycombe Wanderers,500 tys. €,GB3,2019,150000.0
David Stockdale,Southend United,"2,00 mln €",GB3,2018,150000.0
David Stockdale,Wycombe Wanderers,"1,00 mln €",GB3,2018,150000.0
David Stockdale,Coventry City,"1,00 mln €",GB3,2018,150000.0
Nicky Maynard,Newport County,300 tys. €,GB4,2020,
Derick Osei,FC Walsall,250 tys. €,GB4,2020,250000.0
Brad Lyons,FC Morecambe,250 tys. €,GB4,2020,200000.0
Brad Lyons,Blackburn Rovers,-,GB2,2018,200000.0
Jake Hesketh,Crawley Town,200 tys. €,GB4,2020,
Jake Hesketh,Lincoln City,200 tys. €,GB3,2019,
Jake Hesketh,Burton Albion,-,GB3,2018,
Jake Hesketh,Milton Keynes Dons,-,GB4,2018,
Mace Goodridge,AFC Barrow,200 tys. €,GB4,2020,
Tom Davies,AFC Barrow,150 tys. €,GB4,2020,12000000.0
Odin Bailey,Forest Green Rovers,150 tys. €,GB4,2020,250000.0
Odin Bailey,Forest Green Rovers,150 tys. €,GB4,2019,250000.0
Kyle Taylor,Southend United,100 tys. €,GB4,2020,200000.0
Kyle Taylor,Forest Green Rovers,-,GB4,2019,200000.0
Ian Lawlor,Oldham Athletic,100 tys. €,GB4,2020,100000.0
Ian Lawlor,Scunthorpe United,100 tys. €,GB4,2019,100000.0
Jordan Green,Southend United,100 tys. €,GB4,2020,100000.0
Jordan Green,Newport County,100 tys. €,GB4,2019,100000.0
Tom Sang,Cheltenham Town,100 tys. €,GB4,2020,300000.0
Marcus Maddison,Bolton Wanderers,-,GB4,2020,
Marcus Maddison,Hull City,750 tys. €,GB2,2019,
Jake Taylor,Scunthorpe United,-,GB4,2020,200000.0
Jake Taylor,Port Vale FC,-,GB4,2019,200000.0
Jahmal Hector-Ingram,FC Stevenage,-,GB4,2020,
Alex Denny,FC Morecambe,-,GB4,2020,50000.0
Aji Alese,Cambridge United,-,GB4,2020,1000000.0
Aji Alese,Accrington Stanley,-,GB3,2019,1000000.0
Oladapo Afolayan,Bolton Wanderers,-,GB4,2020,600000.0
Oladapo Afolayan,Mansfield Town,-,GB4,2019,600000.0
Oladapo Afolayan,Oldham Athletic,-,GB4,2018,600000.0
Jordan Thomas,Leyton Orient,-,GB4,2020,
Nya Kirby,Tranmere Rovers,-,GB4,2020,300000.0
Nya Kirby,FC Blackpool,-,GB3,2018,300000.0
Austin Samuels,Bradford City,-,GB4,2020,175000.0
Terry Taylor,Grimsby Town,-,GB4,2020,250000.0
Jayden Richardson,Forest Green Rovers,-,GB4,2020,400000.0
Jayden Richardson,Exeter City,-,GB4,2019,400000.0
James Olayinka,Southend United,-,GB4,2020,
James Olayinka,Northampton Town,-,GB4,2019,
Tom McGill,Crawley Town,-,GB4,2020,200000.0
Tom McGill,Crawley Town,-,GB4,2019,200000.0
Hélder Costa,Leeds United,"15,00 mln €",GB2,2019,3500000.0
Jean-Kévin Augustin,Leeds United,"14,00 mln €",GB2,2019,1500000.0
Terence Kongolo,FC Fulham,"12,00 mln €",GB2,2019,900000.0
Bobby De Cordova-Reid,FC Fulham,"10,00 mln €",GB2,2019,7000000.0
Eddie Nketiah,Leeds United,"8,00 mln €",GB2,2019,18000000.0
Adama Diakhaby,Nottingham Forest,"8,00 mln €",GB2,2019,800000.0
Callum Robinson,West Bromwich Albion,"7,00 mln €",GB2,2019,5000000.0
Jacob Murphy,Sheffield Wednesday,"6,00 mln €",GB2,2019,10000000.0
Illan Meslier,Leeds United,"5,00 mln €",GB2,2019,22000000.0
Grady Diangana,West Bromwich Albion,"5,00 mln €",GB2,2019,6000000.0
Markus Henriksen,Bristol City,"5,00 mln €",GB2,2019,1000000.0
Jonas Lössl,Huddersfield Town,"5,00 mln €",GB2,2019,600000.0
James Chester,Stoke City,"4,50 mln €",GB2,2019,500000.0
Pelé,FC Reading,"4,50 mln €",GB2,2019,800000.0
Pelé,FC Reading,"4,50 mln €",GB2,2019,1000000.0
Pelé,Nottingham Forest,"6,00 mln €",GB2,2018,800000.0
Pelé,Nottingham Forest,"6,00 mln €",GB2,2018,1000000.0
Harold Moukoudi,FC Middlesbrough,"4,00 mln €",GB2,2019,4000000.0
Nahki Wells,Queens Park Rangers,"4,00 mln €",GB2,2019,1200000.0
Nahki Wells,Queens Park Rangers,"4,50 mln €",GB2,2018,1200000.0
Rhian Brewster,Swansea City,"4,00 mln €",GB2,2019,5000000.0
Albert Adomah,Cardiff City,"3,50 mln €",GB2,2019,250000.0
Tosin Adarabioyo,Blackburn Rovers,"3,50 mln €",GB2,2019,18000000.0
Tosin Adarabioyo,West Bromwich Albion,"1,00 mln €",GB2,2018,18000000.0
Greg Cunningham,Blackburn Rovers,"3,00 mln €",GB2,2019,350000.0
Rafa Mir,Nottingham Forest,"3,00 mln €",GB2,2019,12000000.0
Trevoh Chalobah,Huddersfield Town,"3,00 mln €",GB2,2019,22000000.0
Trevoh Chalobah,Ipswich Town,-,GB2,2018,22000000.0
Matt Miazga,FC Reading,"3,00 mln €",GB2,2019,2000000.0
Matt Miazga,FC Reading,"3,00 mln €",GB2,2018,2000000.0
Kieran Dowell,Derby County,"3,00 mln €",GB2,2019,2200000.0
Kieran Dowell,Wigan Athletic,"3,00 mln €",GB2,2019,2200000.0
Kieran Dowell,Sheffield United,"3,00 mln €",GB2,2018,2200000.0
Emile Smith Rowe,Huddersfield Town,"3,00 mln €",GB2,2019,38000000.0
Aiden McGeady,Charlton Athletic,"2,50 mln €",GB2,2019,300000.0
Connor Wickham,Sheffield Wednesday,"2,50 mln €",GB2,2019,800000.0
Andy King,Huddersfield Town,"2,50 mln €",GB2,2019,300000.0
Andy King,Derby County,"3,00 mln €",GB2,2018,300000.0
Alessio Da Cruz,Sheffield Wednesday,"2,40 mln €",GB2,2019,1500000.0
Conor Gallagher,Swansea City,"2,00 mln €",GB2,2019,32000000.0
Conor Gallagher,Charlton Athletic,-,GB2,2019,32000000.0
Jan Mlakar,Wigan Athletic,"2,00 mln €",GB2,2019,2300000.0
Jan Mlakar,Queens Park Rangers,"2,00 mln €",GB2,2019,2300000.0
Andre Green,Charlton Athletic,"2,00 mln €",GB2,2019,750000.0
Andre Green,Preston North End,"2,00 mln €",GB2,2019,750000.0
Andre Green,FC Portsmouth,"1,00 mln €",GB3,2018,750000.0
Pedro Pereira,Bristol City,"2,00 mln €",GB2,2019,
Pedro Pereira,Bristol City,"2,00 mln €",GB2,2019,2000000.0
Josh Windass,Sheffield Wednesday,"2,00 mln €",GB2,2019,600000.0
Arijanet Muric,Nottingham Forest,"2,00 mln €",GB2,2019,4000000.0
David Bates,Sheffield Wednesday,"2,00 mln €",GB2,2019,650000.0
Harrison Reed,FC Fulham,"2,00 mln €",GB2,2019,15000000.0
Harrison Reed,Blackburn Rovers,"1,00 mln €",GB2,2018,15000000.0
Lucas Boyé,FC Reading,"1,50 mln €",GB2,2019,8000000.0
Chris Willock,West Bromwich Albion,"1,50 mln €",GB2,2019,6000000.0
Chris Willock,Huddersfield Town,"1,50 mln €",GB2,2019,6000000.0
Ben Wilmot,Swansea City,"1,50 mln €",GB2,2019,6000000.0
Leon Balogun,Wigan Athletic,"1,50 mln €",GB2,2019,400000.0
Beram Kayal,Charlton Athletic,"1,50 mln €",GB2,2019,300000.0
John Bostock,Nottingham Forest,"1,00 mln €",GB2,2019,400000.0
Jefferson Montero,Birmingham City,"1,00 mln €",GB2,2019,250000.0
Jefferson Montero,West Bromwich Albion,"1,50 mln €",GB2,2018,250000.0
James Bree,Luton Town,"1,00 mln €",GB2,2019,3000000.0
James Bree,Ipswich Town,"1,00 mln €",GB2,2018,3000000.0
Josh Cullen,Charlton Athletic,"1,00 mln €",GB2,2019,7000000.0
Josh Cullen,Charlton Athletic,"1,00 mln €",GB3,2018,7000000.0
Brad Smith,Cardiff City,"1,00 mln €",GB2,2019,
Brad Smith,Cardiff City,"1,00 mln €",GB2,2019,1000000.0
Rushian Hepburn-Murphy,Derby County,"1,00 mln €",GB2,2019,200000.0
Rushian Hepburn-Murphy,Tranmere Rovers,"1,00 mln €",GB3,2019,200000.0
Rushian Hepburn-Murphy,Cambridge United,"1,00 mln €",GB4,2018,200000.0
Ovie Ejaria,FC Reading,900 tys. €,GB2,2019,3000000.0
Ovie Ejaria,FC Reading,900 tys. €,GB2,2018,3000000.0
Ravel Morrison,FC Middlesbrough,750 tys. €,GB2,2019,500000.0
Aldo Kalulu,Swansea City,750 tys. €,GB2,2019,1500000.0
Ayub Masika,FC Reading,650 tys. €,GB2,2019,400000.0
João Virgínia,FC Reading,500 tys. €,GB2,2019,1000000.0
Ben Hamer,Derby County,500 tys. €,GB2,2019,250000.0
Mark Duffy,Stoke City,500 tys. €,GB2,2019,
Bright Enobakhare,Wigan Athletic,500 tys. €,GB2,2019,200000.0
Bright Enobakhare,Coventry City,500 tys. €,GB3,2018,200000.0
Eunan O'Kane,Luton Town,500 tys. €,GB2,2019,
Eunan O'Kane,Luton Town,750 tys. €,GB3,2018,
Kamil Grabara,Huddersfield Town,400 tys. €,GB2,2019,5000000.0
Kilian Ludewig,FC Barnsley,300 tys. €,GB2,2019,500000.0
Luke Steele,FC Millwall,150 tys. €,GB2,2019,
Luke Amos,Queens Park Rangers,100 tys. €,GB2,2019,500000.0
Alexandru Dobre,Wigan Athletic,100 tys. €,GB2,2019,1200000.0
Alexandru Dobre,Yeovil Town,100 tys. €,GB4,2018,1200000.0
Moha Ramos,Birmingham City,50 tys. €,GB2,2019,25000.0
Ben White,Leeds United,-,GB2,2019,45000000.0
Ben White,Peterborough United,-,GB3,2018,45000000.0
Sam Surridge,Swansea City,-,GB2,2019,3500000.0
Sam Surridge,Oldham Athletic,-,GB4,2018,3500000.0
Luke Bolton,Luton Town,-,GB2,2019,2000000.0
Luke Bolton,Wycombe Wanderers,-,GB3,2018,2000000.0
Rocky Bushiri,FC Blackpool,"1,20 mln €",GB3,2019,400000.0
Liam Bridcutt,Lincoln City,"1,00 mln €",GB3,2019,250000.0
Liam Bridcutt,Bolton Wanderers,"1,00 mln €",GB3,2019,250000.0
Cameron Borthwick-Jackson,Tranmere Rovers,"1,00 mln €",GB3,2019,300000.0
Cameron Borthwick-Jackson,Oldham Athletic,"1,00 mln €",GB4,2019,300000.0
Cameron Borthwick-Jackson,Scunthorpe United,"3,00 mln €",GB3,2018,300000.0
George Thorne,Oxford United,"1,00 mln €",GB3,2019,
George Thorne,Luton Town,"1,50 mln €",GB3,2018,
Ross McCrorie,FC Portsmouth,"1,00 mln €",GB3,2019,750000.0
James Husband,FC Blackpool,"1,00 mln €",GB3,2019,600000.0
James Husband,Fleetwood Town,"1,00 mln €",GB3,2018,600000.0
Marc McNulty,AFC Sunderland,"1,00 mln €",GB3,2019,500000.0
Laurens De Bock,AFC Sunderland,"1,00 mln €",GB3,2019,600000.0
Luke Garbutt,Ipswich Town,750 tys. €,GB3,2019,300000.0
Luke Garbutt,Oxford United,"1,00 mln €",GB3,2018,300000.0
Marcus Browne,Oxford United,750 tys. €,GB3,2019,300000.0
Marcus Browne,Oxford United,250 tys. €,GB3,2018,300000.0
Chris Cadden,Oxford United,700 tys. €,GB3,2019,650000.0
Conor McAleny,Shrewsbury Town,500 tys. €,GB3,2019,400000.0
Connor Ronan,FC Blackpool,500 tys. €,GB3,2019,800000.0
Connor Ronan,FC Walsall,250 tys. €,GB3,2018,800000.0
Rolando Aarons,Wycombe Wanderers,500 tys. €,GB3,2019,300000.0
Rolando Aarons,Sheffield Wednesday,500 tys. €,GB2,2018,300000.0
Marc Bola,FC Blackpool,500 tys. €,GB3,2019,1800000.0
Ben Heneghan,FC Blackpool,500 tys. €,GB3,2019,300000.0
Ben Heneghan,FC Blackpool,400 tys. €,GB3,2018,300000.0
Antoine Semenyo,AFC Sunderland,500 tys. €,GB3,2019,3000000.0
Antoine Semenyo,Newport County,-,GB4,2018,3000000.0
Jason McCarthy,Wycombe Wanderers,500 tys. €,GB3,2019,350000.0
James Vaughan,Tranmere Rovers,500 tys. €,GB3,2019,
James Vaughan,FC Portsmouth,500 tys. €,GB3,2018,
Cameron McGeehan,FC Portsmouth,500 tys. €,GB3,2019,600000.0
Jordan Rossiter,Fleetwood Town,450 tys. €,GB3,2019,250000.0
Jordan Rossiter,FC Bury,450 tys. €,GB4,2018,250000.0
Jake Hastie,Rotherham United,450 tys. €,GB3,2019,250000.0
Courtney Baker-Richardson,Accrington Stanley,350 tys. €,GB3,2019,300000.0
Mads Bech Sörensen,AFC Wimbledon,350 tys. €,GB3,2019,4000000.0
Jimmy Dunne,Fleetwood Town,300 tys. €,GB3,2019,2000000.0
Jimmy Dunne,AFC Sunderland,300 tys. €,GB3,2018,2000000.0
Josh Ginnelly,Bristol Rovers,250 tys. €,GB3,2019,500000.0
Sean Raggett,FC Portsmouth,250 tys. €,GB3,2019,350000.0
Sean Raggett,Rotherham United,250 tys. €,GB2,2018,350000.0
Conor Shaughnessy,Burton Albion,250 tys. €,GB3,2019,250000.0
Conor Shaughnessy,Mansfield Town,250 tys. €,GB4,2019,250000.0
Kean Bryan,Bolton Wanderers,250 tys. €,GB3,2019,900000.0
Mikael Ndjoli,FC Gillingham,250 tys. €,GB3,2019,
Jordan Graham,FC Gillingham,250 tys. €,GB3,2019,300000.0
Jordan Graham,Ipswich Town,500 tys. €,GB2,2018,300000.0
Jordan Graham,Oxford United,500 tys. €,GB3,2018,300000.0
Donervon Daniels,Doncaster Rovers,250 tys. €,GB3,2019,300000.0
Jak Alnwick,FC Blackpool,250 tys. €,GB3,2019,400000.0
Jak Alnwick,Scunthorpe United,250 tys. €,GB3,2018,400000.0
Thibaud Verlinden,Bolton Wanderers,250 tys. €,GB3,2019,600000.0
Kane Wilson,Tranmere Rovers,250 tys. €,GB3,2019,300000.0
Kane Wilson,FC Walsall,250 tys. €,GB3,2018,300000.0
Kane Wilson,Exeter City,250 tys. €,GB4,2018,300000.0
Jason Lokilo,Doncaster Rovers,200 tys. €,GB3,2019,400000.0
Harry Souttar,Fleetwood Town,200 tys. €,GB3,2019,6000000.0
Harry Souttar,Fleetwood Town,200 tys. €,GB3,2018,6000000.0
Seny Dieng,Doncaster Rovers,150 tys. €,GB3,2019,1500000.0
Seny Dieng,FC Stevenage,100 tys. €,GB4,2018,1500000.0
Jordan Roberts,FC Gillingham,150 tys. €,GB3,2019,300000.0
Jordan Roberts,Lincoln City,100 tys. €,GB4,2018,300000.0
Benny Ashley-Seal,Accrington Stanley,150 tys. €,GB3,2019,50000.0
Patrik Gunnarsson,Southend United,150 tys. €,GB3,2019,700000.0
Alfie Jones,FC Gillingham,100 tys. €,GB3,2019,1000000.0
Callum Lang,Shrewsbury Town,100 tys. €,GB3,2019,1200000.0
Callum Lang,Oldham Athletic,-,GB4,2018,1200000.0
Alex Jakubiak,FC Gillingham,100 tys. €,GB3,2019,150000.0
Alex Jakubiak,Bristol Rovers,100 tys. €,GB3,2018,150000.0
Anthony Georgiou,Ipswich Town,50 tys. €,GB3,2019,300000.0
Anthony Georgiou,Bolton Wanderers,50 tys. €,GB3,2019,300000.0
Aaron Chapman,Tranmere Rovers,25 tys. €,GB3,2019,200000.0
Ethan Hamilton,Southend United,-,GB3,2019,500000.0
Ethan Hamilton,Bolton Wanderers,-,GB3,2019,500000.0
Ethan Hamilton,AFC Rochdale,-,GB3,2018,500000.0
Layton Ndukwu,Southend United,-,GB3,2019,100000.0
Robert Sánchez,AFC Rochdale,-,GB3,2019,32000000.0
Robert Sánchez,Forest Green Rovers,-,GB4,2018,32000000.0
Morgan Feeney,Tranmere Rovers,-,GB3,2019,
Dan Barlaser,Rotherham United,-,GB3,2019,2000000.0
Dan Barlaser,Accrington Stanley,-,GB3,2018,2000000.0
Nathan Trott,AFC Wimbledon,-,GB3,2019,400000.0
Jacob Ramsey,Doncaster Rovers,-,GB3,2019,28000000.0
Ísak Snaer Thorvaldsson,Fleetwood Town,-,GB3,2019,300000.0
Michael Folivi,AFC Wimbledon,-,GB3,2019,
Michael Folivi,AFC Wimbledon,-,GB3,2018,
Max Sanders,AFC Wimbledon,-,GB3,2019,200000.0
Cameron John,Doncaster Rovers,-,GB3,2019,
Ousseynou Cissé,Leyton Orient,700 tys. €,GB4,2019,
Eoin Doyle,Swindon Town,650 tys. €,GB4,2019,300000.0
Zak Rudden,Plymouth Argyle,400 tys. €,GB4,2019,300000.0
Glenn Middleton,Bradford City,400 tys. €,GB4,2019,500000.0
Jack Baldwin,Salford City,400 tys. €,GB4,2019,450000.0
Rob Hall,Forest Green Rovers,400 tys. €,GB4,2019,
Gavin Reilly,Cheltenham Town,350 tys. €,GB4,2019,150000.0
Nathan Thomas,Carlisle United,250 tys. €,GB4,2019,200000.0
Nathan Thomas,Notts County,250 tys. €,GB4,2018,200000.0
Nathan Thomas,Carlisle United,250 tys. €,GB4,2018,200000.0
Tafari Moore,Colchester United,200 tys. €,GB4,2019,
Theo Robinson,Colchester United,200 tys. €,GB4,2019,200000.0
Theo Robinson,Colchester United,200 tys. €,GB4,2019,200000.0
Theo Robinson,Swindon Town,200 tys. €,GB4,2018,200000.0
Chuma Anene,Crewe Alexandra,200 tys. €,GB4,2019,
Ryan Inniss,Newport County,150 tys. €,GB4,2019,150000.0
Jake Jervis,Salford City,150 tys. €,GB4,2019,250000.0
Jake Jervis,AFC Wimbledon,150 tys. €,GB3,2018,250000.0
Jack Rose,FC Walsall,100 tys. €,GB4,2019,100000.0
Gregor Zabret,Oldham Athletic,75 tys. €,GB4,2019,75000.0
Ashley Smith-Brown,Oldham Athletic,-,GB4,2019,
Cameron Burgess,Salford City,-,GB4,2019,500000.0
Conrad Logan,Forest Green Rovers,-,GB4,2019,
Mason Bloomfield,Crawley Town,-,GB4,2019,250000.0
Danny Whitehead,Macclesfield Town FC,-,GB4,2019,
Lloyd Jones,Northampton Town,-,GB4,2019,200000.0
Lloyd Jones,Plymouth Argyle,100 tys. €,GB3,2018,200000.0
Olufela Olomola,Carlisle United,-,GB4,2019,
Olufela Olomola,Yeovil Town,-,GB4,2018,
Josh Benson,Grimsby Town,-,GB4,2019,300000.0
Liam Gibson,Grimsby Town,-,GB4,2019,150000.0
Liam Gibson,Accrington Stanley,-,GB3,2018,150000.0
Elias Sörensen,Carlisle United,-,GB4,2019,
Elias Sörensen,FC Blackpool,-,GB3,2018,
Jake Doyle-Hayes,Cheltenham Town,-,GB4,2019,500000.0
Jake Doyle-Hayes,Cambridge United,-,GB4,2018,500000.0
Nathan Sheron,FC Walsall,-,GB4,2019,
Dylan Connolly,Bradford City,-,GB4,2019,300000.0
Elliot Watt,Carlisle United,-,GB4,2019,
Danny McNamara,Newport County,-,GB4,2019,1800000.0
George Marsh,Leyton Orient,-,GB4,2019,
Tammy Abraham,Aston Villa,"10,00 mln €",GB2,2018,45000000.0
Tom Carroll,Aston Villa,"7,00 mln €",GB2,2018,1500000.0
Mason Holgate,West Bromwich Albion,"7,00 mln €",GB2,2018,16000000.0
Jordan Rhodes,Norwich City,"6,00 mln €",GB2,2018,400000.0
Lewis Baker,Leeds United,"5,50 mln €",GB2,2018,3000000.0
Lewis Baker,FC Reading,"5,50 mln €",GB2,2018,3000000.0
Léo Bonatini,Nottingham Forest,"5,00 mln €",GB2,2018,500000.0
Tomas Kalas,Bristol City,"5,00 mln €",GB2,2018,1800000.0
Ashley Williams,Stoke City,"5,00 mln €",GB2,2018,
Muhamed Besic,FC Middlesbrough,"5,00 mln €",GB2,2018,1200000.0
Nélson Oliveira,FC Reading,"5,00 mln €",GB2,2018,1500000.0
Rajiv van La Parra,FC Middlesbrough,"4,00 mln €",GB2,2018,300000.0
Gary Madine,Sheffield United,"4,00 mln €",GB2,2018,400000.0
Sam Byram,Nottingham Forest,"4,00 mln €",GB2,2018,2000000.0
Yanic Wildschut,Bolton Wanderers,"4,00 mln €",GB2,2018,400000.0
Mason Mount,Derby County,"4,00 mln €",GB2,2018,75000000.0
Jack Colback,Nottingham Forest,"3,50 mln €",GB2,2018,800000.0
Tyrone Mings,Aston Villa,"3,50 mln €",GB2,2018,25000000.0
Jack Harrison,Leeds United,"3,50 mln €",GB2,2018,25000000.0
Chris Martin,Hull City,"3,50 mln €",GB2,2018,300000.0
Saidy Janko,Nottingham Forest,"3,00 mln €",GB2,2018,1000000.0
Josh Onomah,Sheffield Wednesday,"3,00 mln €",GB2,2018,2500000.0
Oliver Norwood,Sheffield United,"3,00 mln €",GB2,2018,3000000.0
Gil Dias,Nottingham Forest,"3,00 mln €",GB2,2018,2000000.0
Michael Hector,Sheffield Wednesday,"3,00 mln €",GB2,2018,1700000.0
Cuco Martina,Stoke City,"2,50 mln €",GB2,2018,300000.0
Tomer Hemed,Queens Park Rangers,"2,50 mln €",GB2,2018,250000.0
Geoff Cameron,Queens Park Rangers,"2,50 mln €",GB2,2018,150000.0
Diogo Gonçalves,Nottingham Forest,"2,50 mln €",GB2,2018,5000000.0
Tommy Elphick,Hull City,"2,50 mln €",GB2,2018,
Marvin Johnson,Sheffield United,"2,00 mln €",GB2,2018,450000.0
Jonathan Walters,Ipswich Town,"2,00 mln €",GB2,2018,
Collin Quaner,Ipswich Town,"1,50 mln €",GB2,2018,
Marc Pugh,Hull City,"1,50 mln €",GB2,2018,
Gary Gardner,Birmingham City,"1,50 mln €",GB2,2018,800000.0
Saeid Ezatolahi,FC Reading,"1,50 mln €",GB2,2018,400000.0
George Saville,FC Middlesbrough,"1,50 mln €",GB2,2018,3000000.0
Will Keane,Ipswich Town,"1,00 mln €",GB2,2018,1500000.0
Sam McQueen,FC Middlesbrough,"1,00 mln €",GB2,2018,
Molla Wagué,Nottingham Forest,"1,00 mln €",GB2,2018,250000.0
Emiliano Martínez,FC Reading,"1,00 mln €",GB2,2018,3500000.0
Emiliano Martínez,FC Reading,"1,00 mln €",GB2,2018,28000000.0
André Moreira,Aston Villa,"1,00 mln €",GB2,2018,1000000.0
Fikayo Tomori,Derby County,"1,00 mln €",GB2,2018,50000000.0
Achraf Lazaar,Sheffield Wednesday,"1,00 mln €",GB2,2018,300000.0
Omar Bogle,Birmingham City,750 tys. €,GB2,2018,600000.0
