,name,loaning_club,player_value_in_moment_of_transfer,league,year,market_value_in_eur
492,Jayson Molumby,West Bromwich Albion,1000000,GB2,2021,1200000.0
493,Jayson Molumby,Preston North End,900000,GB2,2020,1200000.0
494,Jayson Molumby,FC Millwall,-,GB2,2019,1200000.0
495,Cyrus Christie,Swansea City,1000000,GB2,2021,1200000.0
496,Cyrus Christie,Nottingham Forest,1000000,GB2,2020,1200000.0
497,Uche Ikpeazu,Cardiff City,800000,GB2,2021,700000.0
498,Leif Davis,AFC Bournemouth,800000,GB2,2021,800000.0
499,Jed Steer,Luton Town,800000,GB2,2021,600000.0
500,Jed Steer,Charlton Athletic,500000,GB3,2018,600000.0
501,Lyle Taylor,Birmingham City,700000,GB2,2021,350000.0
502,Juan Familia-Castillo,Birmingham City,700000,GB2,2021,500000.0
503,Juan Familia-Castillo,Charlton Athletic,500000,GB3,2021,500000.0
504,Tom Dele-Bashiru,FC Reading,700000,GB2,2021,2000000.0
505,Karl Hein,FC Reading,450000,GB2,2021,1500000.0
506,Claudio Gomes,FC Barnsley,450000,GB2,2021,1300000.0
507,Finley Burns,Swansea City,300000,GB2,2021,300000.0
508,Nathan Baxter,Hull City,300000,GB2,2021,600000.0
509,Nathan Baxter,Accrington Stanley,75000,GB3,2020,600000.0
510,Nathan Baxter,Yeovil Town,-,GB4,2018,600000.0
511,Alex Palmer,Luton Town,250000,GB2,2021,500000.0
512,Alex Palmer,Lincoln City,-,GB3,2020,500000.0
513,Alex Palmer,Plymouth Argyle,-,GB4,2019,500000.0
514,Alex Palmer,Notts County,-,GB4,2018,500000.0
515,Alex Palmer,Oldham Athletic,-,GB4,2018,500000.0
516,Leighton Clarkson,Blackburn Rovers,150000,GB2,2021,800000.0
517,Ryan Longman,Hull City,-,GB2,2021,1500000.0
518,Ryan Longman,AFC Wimbledon,-,GB3,2020,1500000.0
519,Levi Colwill,Huddersfield Town,-,GB2,2021,10000000.0
520,Jack Clarke,AFC Sunderland,5000000,GB3,2021,4000000.0
521,Jack Clarke,Stoke City,5000000,GB2,2020,4000000.0
522,Jack Clarke,Queens Park Rangers,6000000,GB2,2019,4000000.0
523,Jack Clarke,Leeds United,6000000,GB2,2019,4000000.0
524,Harry Arter,Charlton Athletic,2000000,GB3,2021,600000.0
525,Harry Arter,FC Fulham,7000000,GB2,2019,600000.0
526,Leon Dajaku,AFC Sunderland,1000000,GB3,2021,900000.0
527,Jonathan Leko,Charlton Athletic,1000000,GB3,2021,600000.0
528,Jonathan Leko,Charlton Athletic,1000000,GB2,2019,600000.0
529,Pontus Dahlberg,FC Gillingham,1000000,GB3,2021,1000000.0
530,Pontus Dahlberg,Doncaster Rovers,1000000,GB3,2021,1000000.0
531,Frederik Alves,AFC Sunderland,1000000,GB3,2021,600000.0
532,Daniel Jebbison,Burton Albion,1000000,GB3,2021,1000000.0
533,Bailey Peacock-Farrell,Sheffield Wednesday,1000000,GB3,2021,900000.0
534,Dominic Thompson,Ipswich Town,800000,GB3,2021,1800000.0
535,Dominic Thompson,Swindon Town,400000,GB3,2020,1800000.0
536,Christian Walton,Ipswich Town,800000,GB3,2021,800000.0
537,Christian Walton,Blackburn Rovers,1000000,GB2,2019,800000.0
538,Christian Walton,Wigan Athletic,250000,GB2,2018,800000.0
539,Herbie Kane,Oxford United,700000,GB3,2021,800000.0
540,Herbie Kane,Hull City,250000,GB2,2019,800000.0
541,Herbie Kane,Doncaster Rovers,-,GB3,2018,800000.0
544,Ron-Thorben Hoffmann,AFC Sunderland,600000,GB3,2021,400000.0
545,Florian Kamberi,Sheffield Wednesday,550000,GB3,2021,450000.0
546,Jacob Maddox,Burton Albion,500000,GB3,2021,500000.0
547,Jacob Maddox,Tranmere Rovers,-,GB3,2019,500000.0
548,Jacob Maddox,Cheltenham Town,-,GB4,2018,500000.0
549,Ciaron Brown,Oxford United,400000,GB3,2021,300000.0
550,Ethan Robson,Milton Keynes Dons,400000,GB3,2021,300000.0
551,Ethan Robson,Grimsby Town,500000,GB4,2019,300000.0
552,Josh Harrop,Fleetwood Town,400000,GB3,2021,250000.0
553,Josh Harrop,Ipswich Town,700000,GB3,2020,250000.0
554,Trevor Carson,FC Morecambe,350000,GB3,2021,350000.0
555,Joel Mumbongo,Accrington Stanley,300000,GB3,2021,300000.0
556,Matej Kovar,Burton Albion,250000,GB3,2021,900000.0
557,Matej Kovar,Swindon Town,250000,GB3,2020,900000.0
558,Mattie Pollock,Cheltenham Town,250000,GB3,2021,300000.0
559,Kayne Ramsay,Crewe Alexandra,250000,GB3,2021,250000.0
560,Kayne Ramsay,Shrewsbury Town,-,GB3,2019,250000.0
561,Dapo Mebude,AFC Wimbledon,200000,GB3,2021,300000.0
562,Nile John,Charlton Athletic,200000,GB3,2021,400000.0
563,Marcel Lewis,Accrington Stanley,150000,GB3,2021,150000.0
564,Akin Famewo,Charlton Athletic,100000,GB3,2021,250000.0
565,Akin Famewo,Charlton Athletic,25000,GB3,2020,250000.0
566,Akin Famewo,Grimsby Town,25000,GB4,2018,250000.0
567,Zak Jules,Fleetwood Town,100000,GB3,2021,150000.0
568,Daniel Phillips,FC Gillingham,100000,GB3,2021,100000.0
569,Adam Phillips,FC Morecambe,75000,GB3,2021,150000.0
570,Adam Phillips,Accrington Stanley,75000,GB3,2020,150000.0
571,Adam Phillips,FC Morecambe,75000,GB4,2020,150000.0
572,Adam Phillips,FC Morecambe,75000,GB4,2019,150000.0
573,Josh McPake,FC Morecambe,75000,GB3,2021,125000.0
574,Josh McPake,Tranmere Rovers,75000,GB4,2021,125000.0
575,Josh McPake,Harrogate Town,75000,GB4,2020,125000.0
576,Marlon Fossey,Bolton Wanderers,-,GB3,2021,1000000.0
577,Marlon Fossey,Shrewsbury Town,-,GB3,2020,1000000.0
582,Sam Hughes,Burton Albion,-,GB3,2021,300000.0
583,Sam Hughes,Burton Albion,-,GB3,2020,300000.0
584,Sam Hughes,Salford City,-,GB4,2019,300000.0
585,Tiago Cukur,Doncaster Rovers,-,GB3,2021,250000.0
586,James Trafford,Accrington Stanley,-,GB3,2021,1000000.0
587,James Trafford,Bolton Wanderers,-,GB3,2021,1000000.0
588,Jack Young,Wycombe Wanderers,-,GB3,2021,250000.0
589,Jack Young,Tranmere Rovers,-,GB4,2020,250000.0
590,Gavin Bazunu,FC Portsmouth,-,GB3,2021,15000000.0
591,Gavin Bazunu,AFC Rochdale,-,GB3,2020,15000000.0
592,Ryan Alebiosu,Crewe Alexandra,-,GB3,2021,350000.0
594,Nathan Holland,Oxford United,-,GB3,2021,500000.0
595,Nathan Holland,Oxford United,-,GB3,2019,500000.0
596,Ben Knight,Crewe Alexandra,-,GB3,2021,300000.0
600,Scott Robertson,Crewe Alexandra,-,GB3,2021,150000.0
602,Scott Robertson,FC Gillingham,-,GB3,2020,150000.0
604,Scott Robertson,Doncaster Rovers,-,GB3,2020,150000.0
605,Luke Matheson,Scunthorpe United,600000,GB4,2021,600000.0
606,Luke Matheson,Ipswich Town,900000,GB3,2020,600000.0
607,Luke Matheson,AFC Rochdale,-,GB3,2019,600000.0
608,Jamie Murphy,Mansfield Town,550000,GB4,2021,450000.0
609,Jamie Murphy,Burton Albion,1000000,GB3,2019,450000.0
610,Luke Thomas,Bristol Rovers,500000,GB4,2021,10000000.0
611,Luke Thomas,Ipswich Town,800000,GB3,2020,10000000.0
612,Luke Thomas,Coventry City,-,GB3,2018,10000000.0
614,Stephen Kelly,Salford City,400000,GB4,2021,400000.0
616,Jamie Walker,Bradford City,400000,GB4,2021,400000.0
618,Jamie Walker,Peterborough United,750000,GB3,2018,400000.0
619,Josh Pask,Newport County,300000,GB4,2021,100000.0
620,Nathan Bishop,Mansfield Town,300000,GB4,2021,300000.0
621,Ross Doohan,Tranmere Rovers,250000,GB4,2021,250000.0
622,Anthony Driscoll-Glennon,AFC Barrow,250000,GB4,2021,250000.0
623,Anthony Driscoll-Glennon,Grimsby Town,-,GB4,2019,250000.0
624,Nathan Delfouneso,Bradford City,250000,GB4,2021,250000.0
625,Tyler Magloire,Northampton Town,250000,GB4,2021,250000.0
626,Tyler Magloire,AFC Rochdale,-,GB3,2019,250000.0
627,Connor Ripley,Salford City,250000,GB4,2021,250000.0
628,Connor Ripley,Accrington Stanley,250000,GB3,2018,250000.0
630,Elliot Anderson,Bristol Rovers,200000,GB4,2021,3500000.0
631,Richard Nartey,Mansfield Town,200000,GB4,2021,200000.0
632,Richard Nartey,Burton Albion,-,GB3,2019,200000.0
633,Reece Devine,FC Walsall,150000,GB4,2021,150000.0
634,Brad Young,Carlisle United,150000,GB4,2021,200000.0
636,Jeriel Dorsett,AFC Rochdale,150000,GB4,2021,250000.0
637,Jack Aitchison,Forest Green Rovers,100000,GB4,2021,200000.0
638,Jack Aitchison,FC Stevenage,-,GB4,2020,200000.0
639,Jack Aitchison,Forest Green Rovers,-,GB4,2019,200000.0
640,Max Melbourne,FC Stevenage,100000,GB4,2021,100000.0
641,Max Melbourne,FC Walsall,100000,GB4,2020,100000.0
642,Max Melbourne,Lincoln City,100000,GB3,2019,100000.0
643,Owura Edwards,Exeter City,100000,GB4,2021,350000.0
644,Owura Edwards,Colchester United,100000,GB4,2021,350000.0
645,Owura Edwards,Grimsby Town,-,GB4,2020,350000.0
646,Isaac Olaofe,Sutton United,75000,GB4,2021,150000.0
648,Jake Cain,Newport County,-,GB4,2021,200000.0
653,Alex Mitchell,Leyton Orient,-,GB4,2021,275000.0
655,Lewis Cass,Port Vale FC,-,GB4,2021,150000.0
656,Rabbi Matondo,Stoke City,8000000,GB2,2020,3500000.0
657,Tomás Esteves,FC Reading,8000000,GB2,2020,1300000.0
658,Oliver Skipp,Norwich City,7000000,GB2,2020,15000000.0
659,Filip Benkovic,Cardiff City,7000000,GB2,2020,1700000.0
660,Filip Benkovic,Bristol City,9000000,GB2,2019,1700000.0
661,Alfie Mawson,Bristol City,7000000,GB2,2020,2500000.0
662,Filip Krovinovic,Nottingham Forest,6000000,GB2,2020,5000000.0
663,Filip Krovinovic,West Bromwich Albion,5000000,GB2,2019,5000000.0
664,Yan Valery,Birmingham City,6000000,GB2,2020,2500000.0
665,Anthony Gordon,Preston North End,5000000,GB2,2020,40000000.0
666,Carel Eiting,Huddersfield Town,4000000,GB2,2020,2000000.0
667,Harvey Elliott,Blackburn Rovers,4000000,GB2,2020,35000000.0
668,Xavi Quintillà,Norwich City,4000000,GB2,2020,1000000.0
669,Angus Gunn,Stoke City,4000000,GB2,2020,3000000.0
670,Yannick Bolasie,FC Middlesbrough,3000000,GB2,2020,275000.0
671,Yannick Bolasie,Aston Villa,18000000,GB2,2018,275000.0
672,Kenneth Zohore,FC Millwall,3000000,GB2,2020,700000.0
673,Saman Ghoddos,FC Brentford,3000000,GB2,2020,2200000.0
674,Charlie Austin,Queens Park Rangers,3000000,GB2,2020,800000.0
675,Shane Long,AFC Bournemouth,2000000,GB2,2020,300000.0
676,Tom Trybull,Blackburn Rovers,2000000,GB2,2020,800000.0
677,Patrick Roberts,FC Middlesbrough,2000000,GB2,2020,1800000.0
678,Patrick Roberts,Derby County,2000000,GB2,2020,1800000.0
679,Patrick Roberts,FC Middlesbrough,3000000,GB2,2019,1800000.0
680,Marc Guéhi,Swansea City,2000000,GB2,2020,35000000.0
681,Marc Guéhi,Swansea City,1000000,GB2,2019,35000000.0
682,Rodrigo Riquelme,AFC Bournemouth,2000000,GB2,2020,7500000.0
683,Barry Douglas,Blackburn Rovers,2000000,GB2,2020,400000.0
684,Jarrad Branthwaite,Blackburn Rovers,2000000,GB2,2020,3000000.0
685,Stefan Johansen,Queens Park Rangers,2000000,GB2,2020,1000000.0
686,Stefan Johansen,West Bromwich Albion,4000000,GB2,2018,1000000.0
687,Scott Malone,FC Millwall,2000000,GB2,2020,1000000.0
688,Izzy Brown,Sheffield Wednesday,2000000,GB2,2020,800000.0
689,Izzy Brown,Luton Town,5000000,GB2,2019,800000.0
690,Izzy Brown,Leeds United,5000000,GB2,2018,800000.0
691,Cameron Carter-Vickers,AFC Bournemouth,2000000,GB2,2020,9500000.0
692,Cameron Carter-Vickers,Luton Town,2000000,GB2,2019,9500000.0
693,Cameron Carter-Vickers,Stoke City,1000000,GB2,2019,9500000.0
694,Cameron Carter-Vickers,Swansea City,1000000,GB2,2018,9500000.0
695,Sepp van den Berg,Preston North End,1000000,GB2,2020,5000000.0
697,Jordy de Wijs,Queens Park Rangers,1000000,GB2,2020,1200000.0
698,Alfa Semedo,FC Reading,1000000,GB2,2020,1800000.0
699,Alfa Semedo,Nottingham Forest,2000000,GB2,2019,1800000.0
700,Marcus Bettinelli,FC Middlesbrough,1000000,GB2,2020,2000000.0
701,Liam Lindsay,Preston North End,1000000,GB2,2020,1000000.0
702,Winston Reid,FC Brentford,1000000,GB2,2020,400000.0
703,Beni Baningime,Derby County,1000000,GB2,2020,1000000.0
704,Beni Baningime,Wigan Athletic,2000000,GB2,2018,1000000.0
705,Matty James,Coventry City,1000000,GB2,2020,900000.0
706,Matty James,FC Barnsley,1000000,GB2,2020,900000.0
707,Kasey Palmer,Swansea City,1000000,GB2,2020,900000.0
708,Kasey Palmer,Blackburn Rovers,1000000,GB2,2018,900000.0
709,Kasey Palmer,Bristol City,1000000,GB2,2018,900000.0
710,Neeskens Kebano,FC Middlesbrough,1000000,GB2,2020,4000000.0
711,Florian Jozefzoon,Rotherham United,1000000,GB2,2020,500000.0
712,Cafú,Nottingham Forest,1000000,GB2,2020,600000.0
713,Viktor Gyökeres,Coventry City,1000000,GB2,2020,5000000.0
714,Viktor Gyökeres,Swansea City,1000000,GB2,2020,5000000.0
715,Sam Field,Queens Park Rangers,1000000,GB2,2020,2200000.0
716,Sam Field,Charlton Athletic,1000000,GB2,2019,2200000.0
717,Riley McGree,Birmingham City,900000,GB2,2020,2000000.0
718,George Edmundson,Derby County,500000,GB2,2020,500000.0
719,Rhys Norrington-Davies,Stoke City,500000,GB2,2020,3000000.0
720,Rhys Norrington-Davies,Luton Town,-,GB2,2020,3000000.0
721,Rhys Norrington-Davies,AFC Rochdale,-,GB3,2019,3000000.0
722,Joel Pereira,Huddersfield Town,475000,GB2,2020,2000000.0
723,Joel Pereira,Huddersfield Town,475000,GB2,2020,300000.0
724,Jamal Blackman,Rotherham United,400000,GB2,2020,500000.0
725,Jamal Blackman,Bristol Rovers,500000,GB3,2019,500000.0
726,Jamal Blackman,Leeds United,250000,GB2,2018,500000.0
727,Nnamdi Ofoborh,Wycombe Wanderers,250000,GB2,2020,400000.0
728,Nnamdi Ofoborh,Wycombe Wanderers,150000,GB3,2019,400000.0
729,Dennis Adeniran,Wycombe Wanderers,-,GB2,2020,700000.0
730,Kiernan Dewsbury-Hall,Luton Town,-,GB2,2020,20000000.0
731,Kiernan Dewsbury-Hall,FC Blackpool,-,GB3,2019,20000000.0
732,Josh Knight,Wycombe Wanderers,-,GB2,2020,600000.0
733,Josh Knight,Peterborough United,-,GB3,2019,600000.0
734,Josh Knight,Peterborough United,-,GB3,2018,600000.0
735,Ben Sheaf,Coventry City,-,GB2,2020,2500000.0
736,Ben Sheaf,Doncaster Rovers,-,GB3,2019,2500000.0
737,Ben Woodburn,FC Blackpool,4000000,GB3,2020,1000000.0
738,Ben Woodburn,Oxford United,5000000,GB3,2019,1000000.0
739,Ben Woodburn,Sheffield United,5000000,GB2,2018,1000000.0
740,Josef Bursik,Lincoln City,2000000,GB3,2020,2000000.0
741,Josef Bursik,Peterborough United,2000000,GB3,2020,2000000.0
742,Josef Bursik,Doncaster Rovers,-,GB3,2020,2000000.0
743,Josef Bursik,Accrington Stanley,-,GB3,2019,2000000.0
744,Josh Sims,Doncaster Rovers,1000000,GB3,2020,450000.0
745,Josh Sims,Doncaster Rovers,1000000,GB3,2020,450000.0
746,Josh Sims,FC Reading,750000,GB2,2018,450000.0
747,Callum Connolly,Fleetwood Town,1000000,GB3,2020,1200000.0
748,Callum Connolly,Lincoln City,2000000,GB3,2019,1200000.0
749,Callum Connolly,Fleetwood Town,2000000,GB3,2019,1200000.0
750,Callum Connolly,Bolton Wanderers,2000000,GB2,2018,1200000.0
751,Callum Connolly,Wigan Athletic,1000000,GB2,2018,1200000.0
752,George Byers,FC Portsmouth,1000000,GB3,2020,450000.0
753,Dan Crowley,Hull City,1000000,GB3,2020,600000.0
754,Keanan Bennetts,Ipswich Town,1000000,GB3,2020,600000.0
755,Jayden Stockley,Charlton Athletic,900000,GB3,2020,900000.0
756,Matthew Pennington,Shrewsbury Town,800000,GB3,2020,600000.0
757,Matthew Pennington,Hull City,1000000,GB2,2019,600000.0
758,Matthew Pennington,Ipswich Town,500000,GB2,2018,600000.0
759,Jan Zamburek,Shrewsbury Town,800000,GB3,2020,500000.0
760,Barrie McKay,Fleetwood Town,800000,GB3,2020,850000.0
761,Barrie McKay,Fleetwood Town,1000000,GB3,2019,850000.0
762,Dylan Levitt,Charlton Athletic,675000,GB3,2020,850000.0
763,Rasmus Nicolaisen,FC Portsmouth,600000,GB3,2020,5000000.0
764,Jordan Jones,AFC Sunderland,600000,GB3,2020,500000.0
765,Mark Travers,Swindon Town,500000,GB3,2020,2000000.0
766,Brandon Barker,Oxford United,500000,GB3,2020,350000.0
767,Brandon Barker,Preston North End,400000,GB2,2018,350000.0
768,Erhun Öztümer,Bristol Rovers,400000,GB3,2020,400000.0
769,Andrew Shinnie,Charlton Athletic,400000,GB3,2020,400000.0
770,Funso Ojo,Wigan Athletic,400000,GB3,2020,450000.0
